product_id,location_id,stock,valid_day
3642,30,5,2018-12-10
3642,30,6,2018-12-17
3642,30,2,2018-12-31
3642,30,3,2019-01-07
3642,30,4,2019-01-21
3642,2,8,2018-12-10
3642,2,1,2018-12-17
3642,2,11,2018-12-31
3642,2,1,2019-01-07
3642,2,2,2019-07-22
3642,12,8,2018-12-10
3642,12,9,2018-12-31
3642,12,1,2019-01-21
3642,12,5,2021-03-01
3642,10,13,2018-12-10
3642,10,10,2018-12-31
3642,10,2,2019-01-07
3642,10,2,2019-01-14
3642,49,13,2018-12-10
3642,49,3,2019-01-07
3642,49,2,2019-01-21
3642,15,13,2018-12-10
3642,15,1,2018-12-31
3642,65,8,2018-12-10
3642,65,1,2018-12-31
3642,65,4,2019-01-07
3642,19,9,2018-12-10
3642,19,7,2018-12-31
3642,19,2,2019-01-07
3642,19,1,2019-01-14
3642,75,5,2018-12-10
3642,75,1,2018-12-31
3642,75,6,2019-01-07
3642,75,1,2019-01-14
3642,75,2,2019-01-21
3642,75,2,2021-03-08
3642,48,5,2018-12-10
3642,48,2,2018-12-31
3642,39,5,2018-12-10
3642,39,5,2018-12-17
3642,39,7,2018-12-31
3642,39,1,2019-01-07
3642,39,2,2019-01-14
3642,80,8,2018-12-10
3642,80,4,2018-12-31
3642,80,2,2019-01-14
3642,80,3,2019-01-21
3642,80,6,2019-07-22
3642,73,8,2018-12-10
3642,73,3,2018-12-17
3642,73,4,2018-12-31
3642,73,2,2019-01-21
3642,3,13,2018-12-10
3642,3,2,2019-07-22
3642,5,8,2018-12-10
3642,5,4,2018-12-31
3642,5,2,2019-07-22
3642,28,5,2021-03-01
3642,56,8,2018-12-10
3642,56,4,2018-12-31
3642,56,2,2019-01-07
3642,56,2,2019-07-22
3642,16,3,2021-03-01
3642,13,13,2018-12-10
3642,13,2,2018-12-17
3642,13,6,2018-12-31
3642,13,8,2019-01-07
3642,13,4,2019-07-22
3642,93,5,2018-12-10
3642,22,5,2018-12-10
3642,22,5,2018-12-31
3642,45,5,2018-12-10
3642,45,4,2019-01-07
3642,45,3,2019-07-22
3642,24,3,2021-03-08
3642,76,5,2018-12-10
3642,76,2,2018-12-31
3642,76,3,2019-01-07
3642,76,1,2019-01-14
3642,51,8,2018-12-10
3642,51,1,2018-12-31
3642,51,3,2019-01-14
3642,77,8,2018-12-10
3642,77,3,2018-12-17
3642,77,2,2019-01-07
3642,77,1,2019-01-21
3642,87,10,2021-11-01
3642,1,8,2018-12-10
3642,1,4,2019-01-07
3642,47,13,2018-12-10
3642,47,3,2019-01-07
3642,20,5,2018-12-10
3642,20,2,2018-12-31
3642,20,1,2019-01-07
3642,20,4,2019-01-21
3642,83,13,2018-12-10
3642,83,1,2019-01-14
3642,69,8,2018-12-17
3642,69,3,2018-12-31
3642,69,3,2019-07-22
3642,35,5,2018-12-10
3642,35,5,2018-12-31
3642,36,8,2018-12-10
3642,36,1,2018-12-17
3642,36,3,2018-12-31
3642,36,1,2019-01-07
3642,26,12,2018-12-10
3642,26,1,2018-12-31
3642,26,4,2019-01-07
3642,46,5,2018-12-10
3642,46,1,2018-12-17
3642,46,8,2018-12-31
3642,46,1,2019-01-07
3642,46,7,2019-01-14
3642,90,5,2018-12-10
3642,90,4,2018-12-31
3642,90,2,2019-01-14
3642,90,2,2021-03-01
3642,18,5,2018-12-10
3642,18,5,2019-01-07
3642,63,5,2018-12-10
3642,63,2,2018-12-31
3642,44,2,2021-03-01
3642,57,2,2021-03-01
3642,29,8,2018-12-10
3642,29,1,2018-12-31
3642,29,2,2019-01-21
3642,41,5,2018-12-10
3642,41,1,2018-12-17
2644,30,10,2018-05-28
2644,30,2,2018-06-18
2644,54,7,2018-05-28
2644,54,2,2018-06-25
2644,12,10,2018-05-28
2644,12,2,2018-06-18
2644,12,1,2018-06-25
2644,12,6,2018-07-23
2644,10,10,2018-05-28
2644,10,2,2018-06-18
2644,10,1,2018-07-02
2644,7,10,2018-05-28
2644,7,2,2019-07-15
2644,19,10,2018-05-28
2644,75,10,2018-05-28
2644,75,3,2018-06-25
2644,86,6,2018-05-28
2644,86,3,2018-06-18
2644,88,2,2019-07-15
2644,80,2,2019-07-15
2644,73,10,2018-05-28
2644,3,10,2018-05-28
2644,3,2,2018-06-25
2644,3,2,2019-07-15
2644,56,10,2018-05-28
2644,13,10,2018-05-28
2644,13,2,2019-07-15
2644,22,10,2018-05-28
2644,22,1,2018-06-18
2644,77,6,2018-05-28
2644,77,1,2018-06-18
2644,77,3,2018-07-23
2644,68,3,2019-07-15
2644,47,10,2018-05-28
2644,47,1,2018-06-18
2644,20,10,2018-05-28
2644,85,6,2018-05-28
2644,85,1,2018-06-25
2644,85,2,2018-07-23
2644,53,3,2019-07-15
2644,40,2,2019-07-15
2644,69,7,2018-05-28
2644,69,2,2018-06-18
2644,69,2,2018-07-23
2644,35,2,2019-07-15
2644,36,10,2018-05-28
2644,36,1,2018-06-18
2644,36,9,2018-06-25
